Target
116.93
171.18
220.15
226.27
167.17
267.48
144.11
108.23
221.38
117.52
180.2
204.29
107.4
176.73
297.16
220.0
138.74
202.45
111.74
116.7
156.86
131.65
210.88
172.5
365.12
317.92
152.02
113.85
108.01
227.95
175.11
115.19
191.64
172.48
162.09
108.86
172.54
170.1
110.43
119.21
146.76
169.03
92.91
177.81
159.78
177.32
96.52
191.64
107.88
187.74
145.5
119.2
190.3
315.36
97.32
169.88
149.99
122.14
115.38
94.16
214.84
171.66
149.03
120.0
184.46
143.78
118.98
97.6
172.15
172.0
107.25
160.66
156.73
321.47
143.5
190.0
185.26
108.78
105.01
116.81
153.42
219.96
279.5
93.99
300.46
96.62
197.99
154.89
187.71
219.05
170.4
176.35
115.76
101.41
169.06
116.55
191.17
246.5
344.72
109.34
189.69
158.53
225.64
145.52
209.43
152.45
105.47
115.92
175.69
159.07
209.84
96.0
218.01
144.29
191.81
100.0
217.73
258.3
159.26
171.51
160.11
98.68
172.58
98.69
99.25
94.19
213.86
304.51
154.34
182.99
117.42
297.26
109.26
170.97
153.58
205.79
333.25
193.25
161.95
165.38
257.33
140.0
324.39
167.5
118.75
139.41
173.0
94.87
156.06
107.51
223.06
109.1
155.8
186.12
104.61
210.16
130.54
147.97
203.28
324.66
228.99
110.8
177.95
113.86
112.49
160.4
142.44
171.58
147.16
284.82
118.34
96.2
257.26
182.25
121.5
216.6
307.24
93.33
97.2
100.56
127.03
100.55
